gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CG31272	435.995320551642	0.392867922282765	0.171457328362582	2.29134517628762	0.0219434576980052	0.228588133619791
asRNA:CR45015	0.316789339860769	-0.0949202727498728	4.31318925673388	-0.0220069807049807	0.982442387090104	
MED7	140.374897018147	0.0710919157774863	0.237210372077796	0.299699862003382	0.764406103875647	0.994413008112683
asRNA:CR45016	0.236917076130504	0.803911799607987	4.35343794924248	0.184661366253738	0.853494650225015	
Cap-H2	112.981448482783	-0.278387197643703	0.186685451938424	-1.49120991889356	0.135906390325419	0.649970899549488
TfIIFbeta	141.022457441954	-0.158911811064425	0.157257360866771	-1.01052065345962	0.312245909413595	0.873418733118027
CG45076	2047.93889026597	0.0869195367817568	0.856821195325499	0.101444195423687	0.91919785452791	0.998942083043119
fau	25.4113512182335	-0.468954057312605	0.355423568751022	-1.31942307304081	0.187027712299238	0.739203500573068
CG45078	912.323309198333	-0.00586982502230762	0.164456641923568	-0.0356922344616257	0.9715277626103	0.999804959142979
Desi	6.80562135038469	0.85056297298022	0.732993800494218	1.16039586202057	0.245887670744204	0.809244534794368
CG42633	2.46052778986245	-0.608984698552079	1.48962077217915	-0.408818613385207	0.682672779152164	0.986318451237002
mRpL37	1133.37965899173	0.140786998286279	0.148833994173851	0.945933078445958	0.344182720549485	0.891220566989421
Rbp1	854.79323827592	0.155430011749141	0.12474475599355	1.24598433426073	0.212770146544307	0.773800750349153
Art1	1245.90915519288	0.089724584970268	0.119460716103435	0.751080253801428	0.452604358656215	0.932571264801883
Mcm5	361.750265243116	-0.0148497228409431	0.178367697287353	-0.0832534313487268	0.933650028086907	0.998942083043119
CG14687	66.033489314259	0.262101891252609	0.260040852804372	1.00792582560013	0.313490072467393	0.873618958636521
CG14692	6.46051394226741	0.0448632443269317	0.703958128859521	0.0637299897361999	0.949185224921649	0.999596954892026
CG14693	1.12061436374996	1.29674938532874	1.85106910853731	0.700540773625364	0.483589650991403	
TTLL15	54.6020397062042	-1.68906196751369	0.252299176617298	-6.69467887354924	2.1614575071629e-11	2.07386159766209e-09
Cad86C	85.0327861919711	-1.08177637308089	0.3819971488715	-2.83189645859055	0.00462728299270467	0.0727201456525915
CG42394	274.709222773029	-0.217944992603301	0.242624531979021	-0.898280939794438	0.369035791430255	0.90362805453853
CG4565	11.8947756276989	0.82732042668566	0.835844326821293	0.989802048225836	0.322270883509399	0.878176114555508
CG6567	861.973008905893	-0.00854055366506203	0.123677987042464	-0.0690547596164361	0.944946031615511	0.999474256478716
CG4511	694.521718821172	-0.260317908122026	0.0909265411423555	-2.86294743923526	0.00419720182461893	0.0675132258201203
CG4570	16.7707915572264	-0.0376315259801104	0.57350272894475	-0.0656169954925109	0.947682757827917	0.999474256478716
CG14694	40.1656822324264	1.02213083716134	0.377953033566409	2.70438585322731	0.00684307761128977	0.0970811710924612
CG6574	502.905507306743	-0.102305252220657	0.136211879336059	-0.751074375592828	0.452607896092093	0.932571264801883
SelR	613.855782960376	-0.00384679580008203	0.118439831560369	-0.0324789029957485	0.974090140123061	0.999804959142979
Tsp86D	122.708692519711	0.162921215826261	0.178695565933824	0.91172500545758	0.361913497261219	0.900786234082295
Fdh	5540.97437927022	0.182582424228987	0.131802837116668	1.38526930241547	0.165970136619255	0.69965204424672
CG4596	16.8327704504086	0.524243689035475	0.463842955290832	1.13021806854169	0.258384348019164	0.821469648891858
Sodh-2	1748.08788486093	0.922748225137498	0.273348888379239	3.37571603312063	0.000736238656418821	0.0168732084434668
asRNA:CR45195	7.57089154026416	0.862640057734857	0.731265582563897	1.17965357361733	0.238138025935331	0.800477482384956
CG14695	9.32484495218708	-0.0149583871146433	0.565176828520678	-0.0264667381247673	0.978885063431623	0.999804959142979
Tpc1	448.613915143944	-0.626967646776833	0.209937102350565	-2.98645470360873	0.00282232646057212	0.0498717396215473
CG14696	119.926544299969	0.379643958401012	0.207921743785906	1.82589829946754	0.0678655824070648	0.459921772223342
Leash	110.012087726663	-0.0482283381994427	0.271088875502326	-0.177906002635025	0.858796796630785	0.996451851920289
Adk3	5353.04159255646	0.484190950056907	0.196521890138166	2.46380161373622	0.0137472177795374	0.162734922156472
CG6621	231.893491798657	-0.134543615616191	0.174020502945357	-0.773148067836804	0.439434756420163	0.927330315429235
lncRNA:CR45577	0.180420102392989	-1.27123743565854	4.40735632396697	-0.288435366286502	0.773013499104566	
lncRNA:CR45578	0.64144425975232	-2.75512503246712	4.32778980404097	-0.63661248748601	0.524377289175282	
Tengl4	0					
lncRNA:CR45561	0					
side-VI	18.252733705984	0.0801708652525454	0.497407735504384	0.161177359196576	0.871953712705677	0.997712572322701
lncRNA:CR46007	0					
lncRNA:CR44940	0					
CG43449	0					
lncRNA:CR45579	0					
CG6629	0					
Ugt35C1	709.772432459391	1.19045256564308	0.364868212794363	3.26269190874682	0.00110359424061752	0.0236225319058208
mAcon2	0.079667434723264	0	4.40735632396697	0	1	
CheA86a	0					
Ugt302K1	34.9601809052585	-0.0866960486951449	0.518599230706062	-0.167173500387014	0.867233534609197	0.996903444630068
Ugt302E1	26.9281448787065	0.202771822880052	0.344732523986661	0.588200441707954	0.556397760946549	0.963859311107811
Ugt302C1	897.715984671036	0.0342243528692636	0.183467340371308	0.186541936019779	0.852019795760804	0.996451851920289
CG4757	0.412201368174697	-0.610244334537127	4.35242048573358	-0.140208037467288	0.888495621655802	
Ugt35E1	59.3216318720374	0.142782604551292	0.28308134404703	0.504387193129798	0.613989315885952	0.978705347892232
Ugt35E2	15.6635636607851	0.551851430316213	0.608575673943422	0.906791799186369	0.364516907423518	0.901742895903484
Ugt35B1	92.6947515410184	1.43150264565712	0.249425634109937	5.73919617670961	9.51269760434973e-09	6.46272586312903e-07
Ugt35A1	671.644919324459	-0.445503912211096	0.157504482657323	-2.82851576472502	0.00467643977955312	0.0732820892675531
Ugt304A1	60.4331095748399	0.27243059825478	0.326701622003477	0.833881988660223	0.40434748774593	0.919568557486727
Ugt303A1	124.676406679982	0.179160023143296	0.216344471519118	0.828123879872122	0.407600346957178	0.919568557486727
CG18577	31.9094856499287	0.342628146386012	0.359324467145965	0.953534138956447	0.340319507528531	0.889465895662383
cu	508.865566587579	0.188358398156692	0.260684017083221	0.722554456020065	0.469953657708778	0.939323691832165
SdhC	2106.63387528375	0.241682648988155	0.148001494977285	1.6329743765443	0.102474385848622	0.567526497423911
Tctp	17015.74085545	0.0395531787988712	0.108641055428232	0.364072114754074	0.715804159177557	0.991613266178763
ZnT86D	787.54601472603	-0.108033106653961	0.109810075912205	-0.983817794100564	0.325205108630669	0.879166722737211
RpS25	19978.4017888148	0.271902898788956	0.113614187721966	2.39321254009534	0.0167015630368334	0.189700619415247
CG4820	31.9313700375501	0.0385590476377169	0.347629411967965	0.110919980617953	0.911679801128396	0.998942083043119
CG6689	118.470535604989	0.00654654078226041	0.207556547896961	0.0315409985789047	0.974838096259447	0.999804959142979
CG6693	134.866952799377	-0.119250082575651	0.174688283047715	-0.682644997678975	0.494831193066429	0.951579621607874
RpL3	40921.7346505679	0.220372706011413	0.114905235184517	1.91786480100349	0.0551281564476798	0.408832327412939
snoRNA:Me18S-C1096	1.48771821887354	0.948579282144706	2.06933034330762	0.458399155655592	0.64666569817422	
asRNA:CR31144	9.70933577537388	-0.0786346595157645	0.796229324491407	-0.0987588086710981	0.921329774468029	0.998942083043119
snoRNA:Me18S-A425	0					
snoRNA:Psi28S-291	26.9765748662631	0.0751379154678079	0.37322375350455	0.201321364897778	0.840447297784243	0.996451851920289
snoRNA:Me28S-G2017	9.47222576155809	-0.149534479936283	0.658667083835179	-0.2270258885044	0.820403611584848	0.996451851920289
scpr-C	17.9306069685834	0.166500286005756	0.612386595572909	0.271887541643509	0.785708490849163	0.996451851920289
CG17726	299.280005102743	-0.0405254716720202	0.2015706952256	-0.201048429319865	0.840660705981755	0.996451851920289
GCC88	354.292351505999	-0.0732302203382734	0.127814429070266	-0.572941731782214	0.566684147275853	0.966150452661062
CG17187	77.6931985447983	0.137120149068573	0.253968943685061	0.53990912069395	0.589259707610553	0.976526989214736
CG14701	155.120161397278	0.180938404199739	0.221462615733055	0.817015565362228	0.413919532899658	0.920005266089597
Arfip	170.54102547453	0.0804386321385027	0.142975191186204	0.562605522476578	0.573703530693955	0.969567229600235
CG17721	70.9204465736645	0.256117681789905	0.325046147445011	0.787942523863425	0.430730326153199	0.924820133016051
CG31441	49.9365152228016	0.0372291198401954	0.312319142171369	0.119202171155324	0.905115186582367	0.998942083043119
CG31388	25.8335057079826	0.204560461901946	0.403990621086801	0.506349531956075	0.61261129686263	0.978554951880397
scpr-B	1.55686774272343	1.8784460345095	2.14458412870212	0.875902236414628	0.381083183646409	
scpr-A	3.59692525272653	4.93047925634552	1.64097383237313	3.00460565493308	0.00265925380852272	0.0478403259171407
CG17734	4292.99952105074	0.741797251211279	0.184929156381134	4.01125093374921	6.03978726915967e-05	0.00189292817048907
CG5214	4625.51984670751	0.238264149311212	0.119858414631214	1.98788003365733	0.0468249594589647	0.369612251037829
lncRNA:cherub	1610.06784244793	-0.384911132156309	0.862492270404385	-0.446277775887593	0.655396607719439	0.986318451237002
lncRNA:CR31386	9.03428375991528	-0.925482738441001	0.636404905552992	-1.45423570806202	0.145880968226239	0.668381348712718
lncRNA:TS25	0					
lncRNA:CR45055	0					
pros	38.4561131031672	-0.230531673208987	0.317680783559488	-0.725670815294431	0.468040597197561	0.938879371195102
lncRNA:CR46008	0					
KP78a	0					
KP78b	0					
lncRNA:CR46009	0					
lncRNA:CR46010	0					
mRpL40	570.091108961389	0.199433820949184	0.169214481894287	1.17858600940418	0.238563065314137	0.800921672316153
mgr	799.062660845828	0.160902321137036	0.147427298137153	1.09140113920657	0.27509641136682	0.839566000985012
Irbp	167.050746467276	0.309918783127714	0.214697344438013	1.44351474834936	0.148875520937671	0.671052464312626
snoRNA:Irbp-a	0.0811897149163561	-1.27122809421853	4.40735632396697	-0.288433246775546	0.77301512132663	
Ranbp9	1029.32748803475	-0.002302166229565	0.128143170771095	-0.0179655787796714	0.985666313131583	0.999804959142979
CG6723	16.3655438048218	-0.189182576699312	0.533827495562863	-0.354388970728906	0.723047399016277	0.99187978053839
CG45676	0.259214865866305	1.02795748452133	4.33835289820666	0.236946488365724	0.812698304210336	
ninaG	1.90361046664282	-0.63480201340455	1.58214937664586	-0.401227610221181	0.688252554590453	0.987128921579163
CG5270	369.088006653904	-0.246927689601059	0.197728781726823	-1.24882016388594	0.211730857176621	0.771428934581809
Dtd	64.663438444994	0.121451825796327	0.361282656082385	0.33616843696098	0.736743852905857	0.992165425992093
RpL24-like	1409.05897558132	0.241703365134984	0.148997967785197	1.62219236092828	0.104762166841783	0.572657961476971
CG5276	136.373422982641	0.0528852740089365	0.179227141900314	0.295074024214208	0.767937332405343	0.994595079781973
Exd2	298.672621769823	0.166375710030396	0.145977759505645	1.13973327576632	0.254397439491442	0.815772264191555
CG5281	12.8013765942159	0.284183421943886	1.09061694608067	0.260571250946678	0.794423162362662	0.996451851920289
sals	281.704384984417	0.131431175096424	0.21165476478529	0.620969602218746	0.534619623876654	0.958228145765367
CG17230	15.4350021994133	0.639859231125257	0.700269970504773	0.913732214825703	0.360857572171749	0.900786234082295
mir-4945	0.326906226240601	-1.79762915142302	4.32755223496762	-0.415391670352991	0.677855203402289	
PGRP-LB	184.601089018871	0.0194297704837614	0.172528627145437	0.112617661226636	0.910333682494079	0.998942083043119
lncRNA:CR45581	0					
dpr5	7.17340662530174	-0.290511065611592	0.67588185329901	-0.429825218998845	0.667322786422475	0.986318451237002
dpr4	15.934801024576	0.32969314952829	0.460331029794684	0.716208832750943	0.473862409894613	0.939698369522061
asRNA:CR45056	0					
CG14708	0.118951265356433	1.4348154167618	4.37907053443951	0.327652958653576	0.743174075064767	
CG10898	156.99652340222	-0.480541301856529	0.247380712803186	-1.94251724967275	0.0520745137650975	0.397204345580639
fabp	4648.7507393732	-0.364634830080866	0.154285721056586	-2.36337379495496	0.018109393579687	0.201506151550983
sea	433.27235362267	0.351764733271465	0.200842087068307	1.75144930231595	0.0798685468522868	0.501781829678525
Mrp4	907.212073747227	0.00551572007436695	0.122204067348313	0.0451353231856492	0.963999446270529	0.999804959142979
CG6790	0.722784508645925	-3.034445106957	3.24584322137149	-0.934871125930364	0.349854719021354	
CG5342	0					
wkd	157.550341529045	6.34099563996092e-05	0.165777075538298	0.000382501357281815	0.999694808079981	0.99986171179448
CG6791	199.322106151133	-0.15962412662014	0.167108672448952	-0.955211505667977	0.339470748510413	0.888330316666697
Jupiter	255.986508330567	-0.531939351521505	0.699916595742032	-0.760003912977029	0.44725224591696	0.930634071240947
CG14710	58.1572148132468	-0.0307614460781459	0.269459711158948	-0.114159723343578	0.909111179233542	0.998942083043119
CG6808	15.5103955279604	-0.290940130167379	0.455427805047652	-0.638828211503112	0.52293469338344	0.958035763347503
CG14711	107.236073546069	0.353907473969717	0.204289378193983	1.73238313757881	0.0832053682767178	0.511417093521346
CG6813	20.1758370304514	0.0284392745224108	0.405535093514253	0.0701277767996946	0.944091958432908	0.999413412939558
CG18764	23.9684759037509	0.272595479791086	0.403750742782166	0.675157840980516	0.499575488486099	0.953255279262452
CG14712	244.457523204338	0.0141182375143246	0.210150071425532	0.0671816926758813	0.946437059321943	0.999474256478716
Csk	391.629121687539	-0.344085240121517	0.173631373416042	-1.98169969719152	0.0475128611341739	0.373612994310276
asRNA:CR44137	1.94311572554288	-0.842622717852702	1.6642756089107	-0.506299986216954	0.612646072690084	0.978554951880397
Elp1	660.207556582876	0.0197399068317067	0.145035098706917	0.136104343070753	0.891738794206163	0.998941135530562
CG42327	144.577093490146	-0.0100602826887774	0.241197926003696	-0.0417096566934129	0.966730155733691	0.999804959142979
CG14715	1037.48907205641	-0.463193557247512	0.130045267531287	-3.5617871072169	0.000368339015455102	0.00911514061323055
CG18476	50.5752701981465	0.0562074340288241	0.268296460598625	0.209497486114478	0.834059897637949	0.996451851920289
Taf12	206.658945382941	0.0885484717403963	0.168058356217499	0.526891216440306	0.598269133817448	0.977426735302836
Ho	165.958370165121	0.0902372690676096	0.175837756788259	0.513184828536409	0.607822037498795	0.977426735302836
CG6830	379.554400318206	-0.047093252092796	0.365563299919811	-0.128823796325086	0.89749707567708	0.998942083043119
CG6834	922.725873816834	-0.0912407352253092	0.222150712765135	-0.410715473696328	0.681281179298509	0.986318451237002
CG6908	357.450463227386	-0.332261519426235	0.343666256691465	-0.966814497952099	0.333636775506768	0.885491535096863
CG18765	47.5659062752995	0.355326573342208	0.27570461540636	1.28879443247076	0.197469562113658	0.754581295095841
Fer3	0.447765969379897	2.06119465442537	3.51906700435302	0.585721912051038	0.558062406586751	
CG14717	0.884079055592179	1.47345121563236	2.4603442716418	0.598880096828531	0.549252844734213	
CG14718	1.37681803414193	-0.897298402520112	1.46460101746444	-0.612657230071805	0.54010300823287	
lncRNA:CR46011	0.0941660367281566	1.22098955188789	4.38987929443297	0.278137386017945	0.78090689765332	
I-t	0.208940415466531	-1.20409217598262	4.36795079382286	-0.275665233611477	0.782805200854856	
CG14720	8.98846575980252	-0.675170904100298	0.6038876076193	-1.11804066780244	0.263549624825037	0.827024262898709
CG12594	16.1314667908363	0.185352464245341	0.576670599082327	0.321418266407716	0.74789344232318	0.993893495579439
CG14721	424.371403528296	-0.0515435700862817	0.210256196702357	-0.245146496962693	0.806343001700698	0.996451851920289
Blm	97.141241581197	-0.229609553135113	0.244000616680744	-0.941020380434282	0.346694415116108	0.891220566989421
CG14722	632.23725056757	-0.00212901921002466	0.0971112690995067	-0.0219235031090277	0.982508976509371	0.999804959142979
CG6923	211.720916756012	-0.343521883471736	0.213451951931929	-1.60936398267881	0.107536776044408	0.582007548923174
CG43062	0					
Lk6	2382.06633599632	0.097177341641689	0.146711412724112	0.662370703391895	0.507733674527366	0.953255279262452
l(3)neo38	129.091827822612	-0.202409717363754	1.38183026213658	-0.146479435940843	0.883542922556087	0.998779711339239
lncRNA:CR45595	0					
prd1	152.156178412377	-0.430463464468225	0.290035863256958	-1.48417323166293	0.13776296930216	0.65414790013224
HisCl1	0.944598550541896	-1.50154411330935	2.07039028340645	-0.7252468896052	0.468300581576741	
Sbf	252.718484044886	-0.0305723303796785	0.182560764845694	-0.16746386007705	0.867005081417624	0.996903444630068
ClC-a	695.49886002527	0.338936965448023	0.237247413846081	1.4286223818141	0.153112797618204	0.682185132288805
glo	1094.99281087398	-0.0470706029139351	0.0879408651768401	-0.535252897720313	0.592474992393258	0.977233245162836
COX5A	7379.58548331862	0.205714157336777	0.142107354754803	1.44759683755794	0.147729836126123	0.66992908273115
Kyat	1935.30035804748	0.164670383399628	0.137238444335987	1.19988523767059	0.230183914000484	0.790322466558138
CG6959	97.1087620637106	-0.0857621738569755	0.276066013243562	-0.310658211234829	0.756060468937986	0.994369461093979
sad	95.9892322029596	-0.13271265325493	0.283516347153829	-0.468095242433845	0.639716481348938	0.983013974903411
CG6962	170.747281898142	0.140494484237052	0.215826234776452	0.650961104809959	0.5150715950091	0.955375176602499
CG31368	325.107713245596	0.186971137925704	0.139607748411254	1.33926046407487	0.180485894683373	0.729816900571804
mthl5	76.3617489327459	-0.0794737748540088	0.243746813515765	-0.326050518190133	0.744386133716704	0.993180718540292
Dnali1	0.128272733280434	-0.30945008362625	4.40735632396697	-0.0702121772962801	0.944024782165639	
Cad87A	346.561077856911	-0.531549199250526	0.274369682391307	-1.93734670178474	0.0527029770609137	0.398661938514712
CG34307	0					
CG14731	0					
CG31211	454.763894991104	0.11459513315975	0.131859693889862	0.869068703097912	0.38480955375361	0.910503709238481
Hsp70Aa	2.74013798304771	-0.687445386307305	2.15381213981587	-0.31917611271616	0.749592969681606	0.993893495579439
Hsp70Ab	19.118459231641	-0.966178886247553	1.03450420978668	-0.933953556792953	0.35032785052123	0.893421783399676
CG3281	78.7771653271381	-0.0632138833214482	0.241962034259311	-0.261255380477177	0.793895573125092	0.996451851920289
aurA	11.9652937756801	-0.00990260700880874	1.01439871149123	-0.00976204612311785	0.992211137826622	0.999804959142979
CG12213	390.633696499028	0.011327614430709	0.12187041963931	0.0929480218763045	0.925944854905034	0.998942083043119
GC1	455.775580433092	-0.185691416211712	0.213549202613713	-0.869548628320599	0.38454712223341	0.910503709238481
Tango9	333.312162591435	-0.265275655769789	0.185869463428472	-1.42721483602859	0.15351797941421	0.683426804571685
GC2	0.464524805534355	0.300144695918042	2.96170768046085	0.101341769107794	0.919279159896544	
CG10005	134.932245287417	0.0417097707370682	0.199098251270777	0.209493405747407	0.83406308263521	0.996451851920289
lncRNA:CR44135	4.73122703855351	-0.445464852222088	0.907296264819596	-0.490980586490856	0.623440178359666	0.980331896333817
CG18547	1189.71832441892	-0.474642351100564	0.184825751980608	-2.56805313120199	0.0102271479327148	0.132227593484674
CG12224	64.8701576099068	0.0417417963270728	0.300731392400811	0.13880092794383	0.889607460691244	0.998941135530562
CG3397	208.551149718591	0.929149841434173	0.308256563628576	3.01420943157507	0.00257649880913016	0.0469695732904428
mfas	2127.45485044774	-0.583973831407924	0.151947714081045	-3.84325512851379	0.000121413136353665	0.00344045825242587
Tk	31.5862960853873	-0.124040494703728	0.290145648027265	-0.427511132933044	0.669007078063422	0.986318451237002
Ect3	858.546767748711	-0.30793305300523	0.229521359412607	-1.34163135750544	0.179715553623166	0.72750878072916
KLHL18	220.15719585185	0.00647655858906758	0.156176229900757	0.0414695539339319	0.966921564407085	0.999804959142979
GCC185	227.303026625426	-0.288485092223413	0.155040212774503	-1.86071140551773	0.0627849423190602	0.439655377135647
DCAF12	52.6418543083893	-0.123871742168474	0.243625723077611	-0.508450998538494	0.611137095388542	0.977678865364297
Spt3	47.3022348795399	0.186612359681883	0.245829781125767	0.759112093039743	0.447785505699089	0.930634071240947
CG31358	0					
CG42504	0					
CG42505	0					
ssp5	0					
CG14736	0					
CG14739	0					
CG14740	0.0470830183640783	0.652299902555253	4.40735632396697	0.148002533629532	0.882340768717875	
ATP8B	233.406480472645	-0.410328881428043	0.714624312873793	-0.574188246937673	0.565840421723563	0.966150452661062
dpr17	41.5161565420978	-0.461354384328667	0.603255193356021	-0.764774824004526	0.444405641778837	0.92889526271296
CG4702	386.892581278726	-3.52157355928399	1.6181030012915	-2.1763593272327	0.0295284025727188	0.278672706937358
tRNA:Lys-TTT-2-5	0					
dpr15	8.86398523429044	-0.194580709534405	0.63664423541102	-0.305634919334159	0.759882630126682	0.994369461093979
Cpn	0					
eIF3d2	0					
CG43450	0					
CG3809	0					
tRNA:Thr-TGT-1-1	0					
CG4830	1585.20064679369	0.582897057302153	0.167619566718631	3.47750008374986	0.000506112892526185	0.012166731469124
Cog1	344.744315438734	-0.0526288177343814	0.138164543398601	-0.380914064055845	0.703267016231365	0.990677655483907
CG14742	0.256023433830609	-0.635408776272125	4.35031472378648	-0.146060415536803	0.88387369505028	
CG4860	439.501362193501	0.187069716952883	0.127021283229192	1.47274308837947	0.14082032334678	0.658526163645609
asRNA:CR46012	0.198630766063018	0	4.40735632395598	0	1	
CG10014	0					
CG17404	1.27447536786919	-1.5923269258317	2.0016009936565	-0.79552664635865	0.426307217150816	
CG12256	5.38976995239838	-1.70305978583706	0.865608779501328	-1.96747055502161	0.049128987284366	0.381571081560051
asRNA:CR43477	0					
CG3916	0.0470830183640783	0.652299902555253	4.40735632396697	0.148002533629532	0.882340768717875	
Pglym87	0.97880967851296	2.20852546672802	2.51844376917917	0.876940551048254	0.380518929062092	
Cyp313a5	0.638991192958755	-2.74506854737267	4.17788470390972	-0.657047463469683	0.511150398089298	
Cyp313a2	0.334900124134574	-1.20828536568806	4.36760476703537	-0.276647139596427	0.782051064603818	
Cyp313a3	11.0668314869708	0.592525482914539	0.691191460440617	0.857252319837428	0.391305453114222	0.914009897570142
lncRNA:CR44036	0					
lncRNA:CR45582	0.198937557501626	0	4.40735632395594	0	1	
CG3942	0.0825416630357025	0.652299902555253	4.40735632396697	0.148002533629532	0.882340768717875	
lncRNA:CR46203	0					
svp	986.452740425541	-0.325035053071707	0.150185595881935	-2.16422254852739	0.0304472735563817	0.283431726093364
CG44037	0.280127272417982	-1.27124609475157	4.40735632395594	-0.288437330978162	0.773011995378306	
CG44038	0.642975316553133	0.652266532246772	4.40735632393361	0.147994962128366	0.882346744100808	
lncRNA:CR46013	0.435982486814162	0	4.40735632393618	0	1	
lncRNA:CR44039	0.566314521310633	0	3.45149013008914	0	1	
CG17738	278.507619459953	0.437069039829383	0.330481018609189	1.32252388251756	0.185993762029138	0.738437813170153
Sfp87B	0					
lncRNA:CR46014	0					
CG4066	0					
tRNA:Thr-TGT-2-5	0					
CG10013	5.78331258537817	-0.0950040132697579	1.44915036830002	-0.065558423299582	0.947729391265754	0.999474256478716
lncRNA:CR45584	0					
lncRNA:CR45583	0					
lncRNA:CR44941	0					
CG44956	0					
CG10038	218.160124860423	0.0490283585153247	0.172543316301032	0.284151015329891	0.77629465288066	0.996020239739381
CG10041	1.92545431867713	-0.309478406354473	2.45011298672762	-0.126311891749863	0.89948504339897	0.998942083043119
MBD-R2	490.445462809157	-0.13128346612589	0.106596958210361	-1.23158735793203	0.218103265757798	0.783125537637618
CG4115	258.135063663306	-3.27591078546233	0.330346843741451	-9.91657964205116	3.52633568373124e-23	8.57134660192274e-21
snmRNA:419	0					
Tim17a1	0.198784161782322	0	4.40735632395596	0	1	
GstD10	1379.67103102796	0.080563256749338	0.247194715197373	0.325910109708503	0.744492366522225	0.993201305649481
GstD9	365.406220172189	0.629806844810341	0.21246046953222	2.9643483618247	0.00303324694394157	0.0528306609440015
GstD1	16900.1184248894	0.306234051571294	0.137833386852974	2.22176976539038	0.0262988689889919	0.25861713911849
lncRNA:CR46015	3.82610260525686	0.428628827702693	1.30153642255346	0.329325265336618	0.741909849268866	0.992237888891715
GstD2	599.286998602597	0.420390111638711	0.267528922655182	1.57138191813583	0.11609396346654	0.604637966187934
GstD3	1342.3647888196	-0.509709553717889	0.318230001118267	-1.60170176264575	0.109221575210704	0.58792597916077
GstD4	302.753552551867	0.622222197884921	0.187877802572172	3.31184519600659	0.000926828168038093	0.0205631774888452
GstD5	185.890475877368	-0.105950507689829	0.342623557385034	-0.309232991737238	0.757144299159104	0.994369461093979
GstD6	622.346106664897	1.15415036367508	0.259583695299179	4.44615892513929	8.74192859800039e-06	0.000347765338111647
GstD7	8708.14590664141	0.673733059730697	0.179559967486268	3.75213400382366	0.000175335695854305	0.00474708376548117
GstD8	157.434038417928	0.524060376256628	0.905603742079604	0.578686186800851	0.562800938113879	0.966091888819259
CG10035	0					
GstD11	1.58994105473391	-1.00394045866948	1.46884026670326	-0.683491923136592	0.494296052178659	0.951579621607874
CG34402	8.09426884988967	0.242357267183345	0.786167504329017	0.308276882278661	0.757871655281985	0.994369461093979
CG33098	0					
CG10097	0					
CG10096	0					
Cyp9f3	226.298210402326	-0.0865913547805832	0.180681213121166	-0.479249354621693	0.631761246851637	0.981563141770342
DNAlig3	526.656785586455	-0.398956077063284	0.155870486529346	-2.55953571421087	0.0104812085720556	0.133777141600412
Cyp9f2	538.165061747877	0.0422863926614367	0.199966051544744	0.211467858342819	0.832522210408709	0.996451851920289
Sccpdh2	3529.27111816314	-0.0141614618989026	0.125665474729557	-0.11269174711176	0.910274944420122	0.998942083043119
CG5196	257.125516845844	0.0603807946491864	0.136226936072624	0.443236825182625	0.657594445408669	0.986318451237002
Dip-C	613.06172784131	-0.0555135430850256	0.12628505792213	-0.439589164374906	0.660234690030242	0.986318451237002
snmRNA:649	0					
pps	401.814780506125	-0.233241516230983	0.15957788361064	-1.4616155506867	0.143846590584596	0.665222300925631
Scgbeta	11.0361327432557	0.203308109267228	0.491755867261557	0.413433011789755	0.679289392431697	0.986318451237002
CG17202	252.784328876113	0.0541294782344049	0.163828690771604	0.330402922586176	0.741095533515177	0.992165425992093
Pp1-87B	2400.82442774239	0.0523863289018257	0.0750135894642291	0.698357847904433	0.484953430543449	0.948233933372227
NANS	6.2083612051161	0.0666079297592282	0.803136317421807	0.0829347749745025	0.933903402845895	0.998942083043119
CG5641	356.357082086855	0.324085483148199	0.13973980885426	2.31920657259665	0.0203838382677817	0.21880120016977
CG5245	4.50520438244493	-0.112826894235065	1.2338476389311	-0.0914431333943373	0.927140489801753	0.998942083043119
Prosalpha2	2012.33013353722	0.145283185273897	0.11028768353792	1.31731105970636	0.187734379533468	0.739977889490837
Aos1	537.208184460367	0.186142864312854	0.126216830265763	1.47478639671833	0.140269979586856	0.657357770660252
Srlp	496.429167429543	0.171922317825051	0.153305392732077	1.12143685725075	0.262101954815831	0.824998901230375
Desat2	1.35298611278313	0.270648409014036	1.59325956374562	0.169870883045425	0.865111680247372	
CG17207	0					
CG46427	0					
Desat1	33669.6976320246	0.700448796470607	0.149325242043695	4.69075949172508	2.72192776541466e-06	0.000122520353490146
vrs	13.8360049710325	1.1025360798467	0.872368210997251	1.26384256779179	0.206286539069028	0.768463864224006
CG18549	127.639473916351	-0.156359151287369	0.251433687085049	-0.621870335276434	0.534027132583288	0.958228145765367
CG5509	1.02587101550726	-0.376490420590666	2.56570385844806	-0.146739624431324	0.883337541348983	
trus	239.346762688997	-0.0377159984176017	0.196545747298509	-0.191894248214486	0.847825042978232	0.996451851920289
CG5961	296.477151902278	0.697863736923974	0.177452854496843	3.93267123768013	8.40070962366733e-05	0.00252436708416685
CG12267	234.983250204758	0.187479193931213	0.147770620980795	1.26871764283632	0.204541787653071	0.765928816620778
CG5608	140.239452142338	0.014633720009949	0.211189124981617	0.0692920149710494	0.944757181592124	0.999474256478716
Hsp70Ba	0.774350736631929	-1.25700858291139	2.67606560670348	-0.469722633018644	0.638553195500017	
